Date,Open,High,Low,Close,Adj Close,Volume
2013-03-21,35.950001,37.060001,35.740002,36.009998,36.009998,1146300
2014-08-12,258.079987,260.299988,254.580002,259.959991,259.959991,6382300
2013-12-12,139.699997,148.240005,138.529999,147.470001,147.470001,10767800
2010-11-29,35.41,35.950001,33.330002,34.330002,34.330002,1145600
2016-07-21,226,227.850006,219.100006,220.5,220.5,4428700
2013-10-21,183.279999,183.389999,171,172.600006,172.600006,11532100
2014-06-17,224.110001,235.539993,222.850006,231.669998,231.669998,13304900
2015-01-22,197,203.240005,195.199997,201.619995,201.619995,4116900
2017-08-10,361.600006,366.649994,354.660004,355.399994,355.399994,7092900
2014-03-26,221.949997,222.600006,211.350006,212.960007,212.960007,6907300
2014-06-11,201.5,205,199.25,204.470001,204.470001,3977500
2012-08-29,28.49,28.639999,28.02,28.41,28.41,838900
2017-10-24,338.799988,342.799988,336.160004,337.339996,337.339996,4491700
2015-08-28,241.860001,251.449997,241.570007,248.479996,248.479996,5513700
2019-06-13,210.380005,214.899994,207.509995,213.910004,213.910004,8168300
2011-10-27,28.34,28.950001,28.110001,28.76,28.76,869400
2014-03-12,231.5,247.5,231.110001,241.490005,241.490005,9754400
2018-12-11,369.910004,372.170013,360.230011,366.76001,366.76001,6308800
2016-10-11,201.850006,202.199997,198.309998,200.100006,200.100006,2328400
2016-11-04,189,193.460007,185.960007,190.559998,190.559998,5146000
2018-06-11,322.51001,334.660004,322.5,332.100006,332.100006,13183500
2013-10-18,184.149994,185.960007,182.520004,183.399994,183.399994,5930800
2017-07-10,312.899994,317.940002,303.130005,316.049988,316.049988,13820900
2011-05-02,27.6,27.799999,27.059999,27.450001,27.450001,784600
2013-06-10,98.93,102.519997,98.57,100.050003,100.050003,9228600
2016-05-31,223.039993,224.75,221.5,223.229996,223.229996,2789000
2011-03-11,23.85,24.25,23.530001,24.07,24.07,930800
2012-08-14,30.75,31.17,29.26,29.42,29.42,793400
2010-09-03,20.870001,21.299999,20.66,21.049999,21.049999,434600
2011-04-26,26.66,27.25,26.309999,26.93,26.93,1400000
2013-10-02,188.589996,191.830002,175.399994,180.949997,180.949997,20775400
2014-04-11,200.610001,207,198.600006,203.779999,203.779999,9067200
2014-11-04,240.490005,242.350006,236.529999,238.929993,238.929993,3682600
2010-10-27,21.25,21.379999,20.65,21,21,356500
2019-05-22,199.100006,203.940002,191.779999,192.729996,192.729996,18685200
2015-10-14,220.669998,220.949997,215.429993,216.880005,216.880005,3104400
2018-10-29,337.470001,347.160004,326.5,334.850006,334.850006,14486000
2016-08-19,223.539993,225.169998,222.529999,225,225,1659500
2019-08-06,231.880005,232.5,225.75,230.75,230.75,5564200
2016-04-08,260.5,260.820007,248.020004,250.070007,250.070007,7363900
2017-05-24,306.51001,311,305.399994,310.220001,310.220001,5033300
2010-10-28,21.389999,21.5,20.959999,21.190001,21.190001,224200
2018-05-22,287.76001,288,273.420013,275.01001,275.01001,8945800
2015-09-09,252.050003,254.25,248.300003,248.910004,248.910004,3390800
2012-09-10,29.200001,29.35,27.299999,27.370001,27.370001,1483300
2010-10-07,20.57,20.639999,20.34,20.43,20.43,141000
2010-09-30,22,22.15,20.190001,20.41,20.41,2195800
2013-03-19,35.25,35.599998,34.939999,35.080002,35.080002,1098500
2019-05-31,185.100006,189.919998,184.100006,185.160004,185.160004,10406700
2012-06-18,29.940001,32.330002,29.5,31.84,31.84,1256800
2014-06-06,209.75,210.809998,207.179993,208.169998,208.169998,3073800
2016-03-07,197.679993,209.699997,197.399994,205.289993,205.289993,5329400
2013-01-08,34.5,34.5,33.110001,33.68,33.68,1284000
2013-01-17,34.16,34.849998,33.919998,34.380001,34.380001,1436700
2012-06-29,32.799999,32.799999,31,31.290001,31.290001,1125800
2012-10-22,27.99,28,27.360001,27.85,27.85,470200
2016-07-14,223.119995,224.940002,221.050003,221.529999,221.529999,2675800
2017-03-21,262.829987,264.799988,250.240005,250.679993,250.679993,6908600
2017-08-15,365.200012,365.48999,359.369995,362.329987,362.329987,3085100
2014-08-27,263.5,264.23999,260.290009,263.25,263.25,2985100
2017-07-26,340.359985,345.5,338.119995,343.850006,343.850006,4820800
2013-03-26,37.98,38.220001,37.66,37.860001,37.860001,1808200
2013-01-16,33.849998,34.23,33.73,34.099998,34.099998,1378200
2017-10-31,320.230011,331.950012,320.179993,331.529999,331.529999,5672300
2013-11-25,124.5,125.839996,120.300003,120.839996,120.839996,10267300
2016-11-25,193.639999,197.240005,193.639999,196.649994,196.649994,2366100
2018-07-20,321.230011,323.23999,311.709991,313.579987,313.579987,5162200
2018-10-08,264.519989,267.76001,249,250.559998,250.559998,13472700
2019-01-07,321.720001,336.73999,317.75,334.959991,334.959991,7551200
2016-03-24,215.779999,228.889999,215,227.75,227.75,4960900
2011-04-08,27.58,27.6,26.360001,26.49,26.49,1946400
2014-04-09,216.759995,218.449997,210.889999,216.929993,216.929993,5157900
2014-09-18,263.359985,265.600006,262.320007,263.820007,263.820007,3692600
2019-02-13,312.350006,312.75,305.570007,308.170013,308.170013,5141600
2011-04-01,27.450001,28.18,26.57,26.66,26.66,2864800
2014-03-28,212.800003,216.720001,210.270004,212.369995,212.369995,9684800
2014-04-25,202,206.699997,197.649994,199.850006,199.850006,6996700
2019-08-21,222.009995,223.220001,217.600006,220.830002,220.830002,7794300
2018-06-28,348.660004,357.019989,346.109985,349.929993,349.929993,8398000
2013-04-03,43.099998,43.470001,40.209999,41.099998,41.099998,5643600
2016-01-07,214.190002,218.440002,213.669998,215.649994,215.649994,3554300
2011-03-18,23.190001,23.190001,22.51,22.959999,22.959999,687900
2019-04-03,287.320007,296.170013,287.170013,291.809998,291.809998,7929900
2011-06-20,26.290001,26.459999,25.5,26.01,26.01,1537800
2018-08-02,328.440002,349.98999,323.160004,349.540009,349.540009,23215000
2018-09-19,280.51001,300,280.5,299.019989,299.019989,8294900
2014-06-20,228.520004,231.289993,226.199997,229.589996,229.589996,4903900
2011-09-21,25.950001,26.950001,25.700001,25.85,25.85,987600
2013-09-06,168.570007,169.699997,165.149994,166.970001,166.970001,8619700
2019-08-07,226.5,233.570007,225.800003,233.419998,233.419998,4776500
2012-06-28,31.9,32.110001,30.620001,31.41,31.41,914100
2016-05-06,210.869995,216.369995,208.110001,214.929993,214.929993,5685200
2012-04-24,31.82,32.200001,31,31.82,31.82,674500
2013-04-02,43.599998,45.5,43.509998,44.34,44.34,6652400
2019-09-16,246,247.429993,241.169998,242.809998,242.809998,4728100
2011-09-02,23.66,23.99,22.68,23.07,23.07,769900
2012-04-18,32.09,32.75,31.530001,32.66,32.66,823100
2017-05-19,315.5,316.5,310.200012,310.829987,310.829987,4687600
2012-07-03,30.6,31,30.4,30.66,30.66,947000
2015-01-05,214.550003,216.5,207.160004,210.089996,210.089996,5368500
2014-08-28,261.890015,264.480011,261.640015,263.859985,263.859985,2844900
2015-09-23,261.950012,262.079987,257.579987,261.059998,261.059998,2600800
2011-03-25,22.43,23,22.4,22.75,22.75,568000
2015-01-21,189.550003,198.679993,189.509995,196.570007,196.570007,4153000
2020-01-14,544.26001,547.409973,524.900024,537.919983,537.919983,28996200
2013-01-03,35.18,35.450001,34.75,34.77,34.77,742000
2018-03-09,324.100006,328.48999,322.369995,327.170013,327.170013,5506800
2017-09-18,380.25,389.609985,377.679993,385,385,7188000
2015-05-15,243.929993,249.399994,242.5,248.839996,248.839996,4527600
2012-06-19,32.02,32.66,31.5,32.09,32.09,911100
2019-01-22,304.820007,308,295.5,298.920013,298.920013,12066700
2019-07-15,248,254.419998,244.860001,253.5,253.5,11000100
2014-11-11,242.550003,251.820007,242,251.080002,251.080002,7948800
2015-10-20,227.720001,228.600006,202,213.029999,213.029999,14900000
2019-12-12,354.920013,362.73999,353.230011,359.679993,359.679993,7763900
2020-01-29,575.690002,589.799988,567.429993,580.98999,580.98999,17801500
2010-07-23,21.190001,21.559999,21.059999,21.290001,21.290001,653600
2016-11-18,190.649994,193,185,185.020004,185.020004,5210300
2012-07-25,29.92,29.98,28.75,28.950001,28.950001,2842200
2012-02-07,31.799999,31.799999,30.82,31.6,31.6,1021600
2014-08-01,226.089996,237.5,226,233.270004,233.270004,11895800
2011-02-25,22.809999,23.85,22.690001,23.610001,23.610001,1346300
2011-01-25,24.65,24.889999,24.02,24.68,24.68,1271500
2015-01-26,201.830002,208.619995,201.050003,206.550003,206.550003,3234500
2018-01-19,345,350.589996,342.600006,350.019989,350.019989,4888300
2019-02-28,318.920013,320,310.809998,319.880005,319.880005,10520700
2012-09-26,27.66,28.4,27.48,27.540001,27.540001,1527200
2019-01-04,306,318,302.730011,317.690002,317.690002,7394100
2016-10-25,202.899994,204.690002,201.199997,202.339996,202.339996,2445000
2017-03-22,251.559998,255.070007,250.509995,255.009995,255.009995,4059300
2016-07-18,219.639999,227.089996,218.300003,226.25,226.25,3412100
2018-06-19,365.160004,370,346.25,352.549988,352.549988,12761900
2012-09-28,28.73,29.889999,28.610001,29.280001,29.280001,4343400
2018-12-04,356.049988,368.679993,352,359.700012,359.700012,8461900
2017-05-11,323.399994,326,319.600006,323.100006,323.100006,4753800
2019-04-22,269,269.679993,262.480011,262.75,262.75,12147100
2015-08-26,227.929993,228,215.509995,224.839996,224.839996,4963000
2015-03-23,198.5,200.5,197.470001,199.630005,199.630005,2631600
2014-06-18,231.5,231.710007,226.119995,227.119995,227.119995,6940200
2018-05-11,307.700012,308.880005,299.079987,301.059998,301.059998,4679600
2013-05-24,92.599998,97.949997,92,97.080002,97.080002,16124200
2014-08-25,258.190002,263.679993,258.190002,262.549988,262.549988,4318100
2014-07-01,242.460007,243.440002,238.699997,239.720001,239.720001,4336100
2017-04-05,302.040009,304.880005,294.200012,295,295,7880900
2010-11-08,24.5,25,24.030001,24.98,24.98,509500
2013-07-19,118.5,120.550003,116.510002,119.68,119.68,5890300
2011-10-12,27.25,28,27.200001,27.799999,27.799999,1123400
2014-09-12,280.5,282.390015,277,279.200012,279.200012,3324600
2020-01-17,507.609985,515.669983,503.160004,510.5,510.5,13629100
2012-04-26,32.959999,33.52,32.91,33.490002,33.490002,425300
2012-02-22,34.5,34.720001,32.5,34.220001,34.220001,1654600
2016-10-19,199.740005,206.660004,198.059998,203.559998,203.559998,6991200
2019-11-21,354.51001,360.839996,354,354.829987,354.829987,6110000
2020-01-24,570.630005,573.859985,554.26001,564.820007,564.820007,14353600
2016-09-14,195.75,197.919998,194.860001,196.410004,196.410004,2254500
2015-05-21,243.029999,246.619995,242.360001,245.619995,245.619995,1970600
2015-10-02,235.600006,247.699997,234.929993,247.570007,247.570007,4424000
2019-03-19,267.5,273.299988,263.459991,267.470001,267.470001,11800600
2015-10-29,211.75,213.75,210.639999,211.630005,211.630005,1805000
2018-04-27,285.369995,294.470001,283.829987,294.079987,294.079987,4364600
2015-01-28,206.110001,206.369995,198.419998,199.369995,199.369995,3149600
2013-08-09,152.399994,155.949997,151.25,153,153,8927700
2015-12-23,232.179993,233.449997,228.130005,229.699997,229.699997,1555000
2011-07-19,27.58,28.110001,27.540001,27.889999,27.889999,1026100
2011-03-30,24.110001,24.49,23.01,23.709999,23.709999,1223300
2016-05-19,213.619995,216.789993,207.300003,215.210007,215.210007,6866300
2015-04-13,210.440002,213,209.050003,209.779999,209.779999,3758200
2015-11-04,227,232.740005,225.199997,231.630005,231.630005,12726400
2017-12-06,300.100006,313.390015,300,313.26001,313.26001,7195300
2018-11-02,343.73999,349.200012,340.910004,346.410004,346.410004,7808000
2015-03-05,202.850006,206.190002,200.149994,200.630005,200.630005,4877000
2017-06-19,375,376.700012,367.799988,369.799988,369.799988,6549300
2011-09-09,23.370001,23.57,22.549999,22.969999,22.969999,669300
2015-06-05,246,249.699997,245.679993,249.139999,249.139999,3022000
2010-07-08,16.139999,17.52,15.57,17.459999,17.459999,7711400
2019-10-30,313,318.790009,309.970001,315.01001,315.01001,9641800
2019-09-09,230,233.759995,229.229996,231.789993,231.789993,4802700
2014-11-20,247.949997,250.929993,246,248.710007,248.710007,3587200
2020-01-15,529.76001,537.840027,516.789978,518.5,518.5,17368800
2014-04-02,220,230.889999,218.050003,230.289993,230.289993,10782300
2015-05-07,221,237.479996,220.25,236.800003,236.800003,9455900
2013-12-02,126.349998,128.550003,123.93,124.169998,124.169998,7751200
2015-10-23,215,215.350006,207.690002,209.089996,209.089996,4235500
2015-09-15,252.75,254.600006,249.5,253.570007,253.570007,2933500
2015-02-02,203.970001,211.949997,203.300003,210.940002,210.940002,4149200
2012-12-24,33.639999,34.349998,33.549999,34.279999,34.279999,375800
2017-09-08,348.98999,349.779999,342.299988,343.399994,343.399994,3263500
2014-07-17,216.160004,220.550003,213.600006,215.399994,215.399994,4649400
2015-11-13,212.949997,212.990005,206.520004,207.190002,207.190002,3430300
2016-03-28,231.610001,234.809998,225,230.259995,230.259995,3925700
2019-10-11,247.149994,251.080002,246.809998,247.889999,247.889999,8475400
2012-08-22,29.01,30.040001,29.01,29.950001,29.950001,775500
2016-07-28,227.949997,230.759995,226.600006,230.610001,230.610001,2419100
2019-07-30,232.899994,243.360001,232.179993,242.259995,242.259995,8109000
2016-09-08,199.550003,199.889999,196.360001,197.360001,197.360001,3377900
2015-04-02,190.229996,193.229996,190,191,191,5010400
2014-05-05,209.479996,217.690002,208.520004,216.610001,216.610001,5147000
2016-02-04,170.699997,175.979996,166.990005,175.330002,175.330002,4385400
2011-08-03,27.5,27.83,26.34,27.200001,27.200001,1794500
2014-11-24,245.199997,247.600006,240.639999,246.720001,246.720001,4789700
2016-12-16,198.080002,202.589996,197.600006,202.490005,202.490005,3796900
2015-10-07,236.630005,237.699997,229.119995,231.960007,231.960007,6814000
2016-08-09,226.820007,231.539993,226.649994,229.080002,229.080002,2207800
2010-11-01,21.940001,22.75,21.309999,21.41,21.41,455800
2019-10-10,245.279999,249.279999,241.580002,244.740005,244.740005,6283300
2017-02-22,280.309998,283.450012,272.600006,273.51001,273.51001,8755000
2011-05-23,27.620001,27.620001,26.620001,26.82,26.82,863600
2015-10-13,213.279999,222.520004,211.130005,219.25,219.25,5171500
2014-10-15,220,230.990005,217.320007,229.699997,229.699997,9147300
2016-11-30,191,191.889999,187.5,189.399994,189.399994,3547100
2012-01-27,28.5,29.719999,28.5,29.33,29.33,748400
2018-09-06,284.799988,291.170013,278.880005,280.950012,280.950012,7480800
2017-12-20,332.690002,333.100006,325.040009,328.980011,328.980011,5953800
2016-11-17,183.490005,189.490005,182.110001,188.660004,188.660004,4887100
2011-03-29,23.299999,24,23.209999,23.92,23.92,755400
2019-06-20,223,226.899994,216.350006,219.619995,219.619995,11863500
2012-04-27,33.599998,33.630001,32.91,33.34,33.34,591000
2015-12-09,226.699997,227.5,220.720001,224.520004,224.520004,3057800
2010-07-13,17.389999,18.639999,16.9,18.139999,18.139999,2680100
2018-12-17,362,365.700012,343.880005,348.420013,348.420013,7674000
2017-06-08,363.75,371.899994,360.220001,370,370,9061500
2018-07-02,360.070007,364.779999,329.850006,335.070007,335.070007,18759800
2012-04-19,32.75,33.43,32.5,33.16,33.16,774900
2014-06-27,234.690002,240,234.5,239.059998,239.059998,5635000
2019-05-02,245.520004,247.130005,237.720001,244.100006,244.100006,18159300
2011-10-11,27.51,27.77,27.09,27.610001,27.610001,575700
2019-08-30,229.149994,232.440002,224.210007,225.610001,225.610001,9320600
2016-09-16,200.419998,205.699997,199,205.399994,205.399994,3107800
2015-03-16,192,195.910004,189.800003,195.699997,195.699997,5628800
2014-05-02,208.600006,211.360001,206.520004,210.910004,210.910004,4086800
2010-12-06,31.35,31.450001,29.559999,30.309999,30.309999,1274400
2018-01-10,332.200012,337,330,334.799988,334.799988,4309900
2015-05-01,229.940002,231.770004,220.410004,226.029999,226.029999,5281700
2016-12-28,221.529999,223.800003,217.199997,219.740005,219.740005,3782500
2018-06-07,316.149994,330,313.579987,316.089996,316.089996,14345300
2010-10-04,20.43,21.17,20.299999,20.99,20.99,643600
2016-05-17,209.050003,209.820007,204.020004,204.660004,204.660004,2843600
2011-08-09,24.15,25.450001,23.700001,25.059999,25.059999,1333400
2019-11-12,346.899994,350.369995,344.040009,349.929993,349.929993,7359400
2014-03-11,236.5,244.600006,232.429993,234.410004,234.410004,8810100
2019-09-25,224.559998,228.979996,218.360001,228.699997,228.699997,9427100
2013-06-13,99,99.279999,95.120003,98.18,98.18,5961600
2014-11-05,241,241.360001,230.529999,230.970001,230.970001,9045900
2014-05-27,208.520004,213.869995,207.699997,211.559998,211.559998,5341100
2014-01-16,162.5,172.699997,162.399994,170.970001,170.970001,11959400
2012-12-12,35.209999,35.799999,34.950001,35.259998,35.259998,2063800
2011-09-22,25.639999,26.110001,24.879999,25.629999,25.629999,775800
2011-03-23,22.110001,22.27,21.77,22.209999,22.209999,422800
2016-07-25,222.270004,231.389999,221.369995,230.009995,230.009995,4490700
2019-10-17,262.5,264.779999,260.170013,261.970001,261.970001,4769300
2014-01-06,150,150.399994,145.240005,147,147,5361100
2014-03-04,258.480011,260,252.830002,254.839996,254.839996,8745600
2012-11-19,32.07,33.25,31.84,32.919998,32.919998,1392400
2016-03-03,188.279999,197.419998,184.220001,195.740005,195.740005,4829000
2016-03-22,237.210007,238.990005,232.559998,234.240005,234.240005,4316000
2016-04-26,252.050003,255.729996,249.389999,253.740005,253.740005,3223800
2014-10-31,242.509995,243.119995,238.75,241.699997,241.699997,3775300
2016-02-22,170.119995,178.910004,169.850006,177.740005,177.740005,5060100
2012-10-03,29.75,29.950001,29.24,29.299999,29.299999,1052800
2011-07-22,28.700001,29.540001,28.549999,29.290001,29.290001,583500
2019-05-07,256.799988,257.209991,245.100006,247.059998,247.059998,10131400
2011-05-09,27,28,26.85,27.91,27.91,916400
2010-12-22,32.25,32.860001,31.700001,32.630001,32.630001,833300
2012-08-06,27.549999,28.700001,27.549999,28.27,28.27,1528200
2013-06-27,106.75,110.25,106.129997,109.25,109.25,8744900
2011-05-27,29.540001,29.67,28.82,29.549999,29.549999,1687100
2014-01-15,168.449997,172.229996,162.100006,164.130005,164.130005,20465600
2017-01-17,236.699997,239.960007,234.369995,235.580002,235.580002,4617500
2012-11-14,31.959999,32.119999,31.200001,31.379999,31.379999,871300
2011-07-05,29.02,29.52,28.709999,29.139999,29.139999,996000
2014-01-13,145.779999,147,137.820007,139.339996,139.339996,6316100
2014-06-30,239.550003,244.490005,239,240.059998,240.059998,4828600
2013-03-06,37.009998,37.880001,36.970001,37.689999,37.689999,1150000
2010-06-29,19,25,17.540001,23.889999,23.889999,18766300
2012-04-12,33.77,34.48,32.919998,33.439999,33.439999,1033900
2011-08-24,23.1,23.93,22.83,23.870001,23.870001,684300
2010-08-30,19.700001,20.190001,19.610001,19.870001,19.870001,732800
2014-09-30,246.919998,247.649994,240.119995,242.679993,242.679993,4238300
2012-02-14,31.74,33.790001,31.4,33.169998,33.169998,1810800
2013-03-05,36,36.919998,35.790001,36.650002,36.650002,2087000
2016-07-26,227.690002,230,225.300003,229.509995,229.509995,3430000
2018-11-30,341.829987,351.600006,338.26001,350.480011,350.480011,5629100
2015-05-08,235.990005,238.410004,233.699997,236.610001,236.610001,4668200
2019-10-21,258.329987,259.5,250.179993,253.5,253.5,5020300
2015-09-18,257.959991,263.820007,257.5,260.619995,260.619995,3763100
2019-02-20,304.410004,306.299988,299,302.559998,302.559998,7142100
2015-08-25,230.520004,230.899994,219.119995,220.029999,220.029999,4327300
2017-02-01,253.050003,253.199997,249.050003,249.240005,249.240005,3958800
2012-06-27,31.9,32.450001,31.57,31.959999,31.959999,1047200
2014-06-12,205.100006,209.880005,202.710007,203.520004,203.520004,5993700
2012-03-28,37.779999,38.439999,37.110001,37.849998,37.849998,955000
2016-03-30,235.089996,235.5,226.5,226.889999,226.889999,4033000
2019-07-17,255.669998,258.309998,253.350006,254.860001,254.860001,9764700
2019-11-01,316.320007,316.480011,309.799988,313.309998,313.309998,6383900
2013-05-31,106.260002,106.440002,97.730003,97.760002,97.760002,15172000
2018-06-04,294.339996,299,293.549988,296.73999,296.73999,4797800
2016-02-24,172.75,179.5,167.839996,179,179,5395600
2017-12-18,344.899994,346.730011,337.579987,338.869995,338.869995,5476200
2018-06-05,297.700012,297.799988,286.73999,291.130005,291.130005,5995200
2015-12-15,221.820007,222.220001,218,221.089996,221.089996,2244400
2013-08-27,162.300003,168.800003,160.949997,167.009995,167.009995,17566900
2011-09-27,26,26.99,25.57,26.190001,26.190001,674500
2011-09-16,24.780001,25.84,24.49,25.799999,25.799999,1417100
2018-09-12,281.440002,292.5,278.649994,290.540009,290.540009,10015400
2019-01-09,335.5,343.5,331.470001,338.529999,338.529999,5432900
2016-06-21,220.679993,222.570007,218.809998,219.610001,219.610001,4529000
2013-01-15,33.110001,34.25,33.080002,33.900002,33.900002,1624200
2019-09-12,247.699997,253.5,244.399994,245.869995,245.869995,8581200
2018-03-26,307.339996,307.589996,291.359985,304.179993,304.179993,8375200
2018-06-01,285.859985,291.950012,283.839996,291.820007,291.820007,5424400
2011-07-07,29.139999,30,29.01,29.73,29.73,1327900
2015-04-14,208.570007,209.490005,205.5,207.460007,207.460007,3026000
2013-08-01,135,136.520004,132.630005,135.550003,135.550003,5323600
2011-10-21,27.4,28.299999,27.01,28.030001,28.030001,1142600
2015-07-07,275,275.200012,260.769989,267.880005,267.880005,6105100
2019-06-17,215.479996,227,214.270004,225.029999,225.029999,12316800
2014-12-10,214.130005,216.770004,207.699997,209.839996,209.839996,7314100
2010-12-27,28.02,28.58,25.059999,25.549999,25.549999,9301900
2016-06-10,227.389999,227.970001,218.419998,218.789993,218.789993,6026600
2012-12-03,33.889999,35,33.5,34.619999,34.619999,2085700
2015-08-05,263.579987,271,260.399994,270.130005,270.130005,6214300
2010-10-13,20.639999,20.85,20.360001,20.540001,20.540001,318200
2013-05-02,53.849998,55.27,53.700001,54.110001,54.110001,3050400
2014-11-25,247.350006,249.720001,246.089996,248.089996,248.089996,3159800
2012-07-05,30.809999,31.67,30.799999,31.23,31.23,1253800
2017-05-12,325.480011,327,321.529999,324.809998,324.809998,4121600
2011-10-07,26.98,27.6,26.049999,26.99,26.99,1311600
2013-07-31,132.570007,134.970001,131.449997,134.279999,134.279999,6351700
2012-11-27,32.130001,32.66,31.52,32.150002,32.150002,910800
2019-10-28,327.540009,340.839996,322.600006,327.709991,327.709991,18870300
2014-10-16,219.720001,229.919998,219.100006,226.350006,226.350006,5399300
2012-08-13,29.690001,31.299999,29.1,31.17,31.17,870100
2012-07-27,28.709999,29.66,28.1,29.51,29.51,1673000
2017-02-27,248.169998,248.360001,242.009995,246.229996,246.229996,11460800
2013-02-15,38.5,38.509998,36.950001,37.040001,37.040001,2017600
2019-07-16,249.300003,253.529999,247.929993,252.380005,252.380005,8149000
2011-02-16,23.1,24.969999,23.07,24.73,24.73,4115100
2015-02-12,193.570007,203.089996,193.279999,202.880005,202.880005,15649600
2018-03-29,256.48999,270.959991,248.210007,266.130005,266.130005,15170700
2016-12-23,208,213.449997,207.710007,213.339996,213.339996,4670500
2012-01-19,27.190001,27.74,26.610001,26.76,26.76,1246300
2014-10-07,258.529999,261.459991,255.729996,259.570007,259.570007,4485500
2014-02-04,180.699997,181.600006,176.199997,178.729996,178.729996,4686300
2014-06-02,207.330002,209.350006,201.669998,204.699997,204.699997,4668100
2014-08-04,234.380005,240.5,233.270004,238.520004,238.520004,5959700
2013-01-30,37.849998,38,37.43,37.52,37.52,968100
2013-04-18,45.98,47.599998,45.389999,46.970001,46.970001,3367900
2014-01-27,175.160004,177.919998,164.710007,169.619995,169.619995,8716400
2011-08-30,24.5,24.77,24.09,24.629999,24.629999,366200
2016-06-27,190.860001,198.809998,187.869995,198.550003,198.550003,7205400
2018-10-16,265.700012,277.380005,262.23999,276.589996,276.589996,9526400
2011-04-13,25.129999,25.690001,24.809999,24.93,24.93,1211500
2015-05-22,245.380005,248.600006,245.009995,247.729996,247.729996,2223100
2019-05-28,191.199997,195,187.850006,188.699997,188.699997,10312900
2010-09-21,20.889999,21.549999,20.67,20.77,20.77,796000
2012-08-17,30.290001,30.709999,29.98,30.01,30.01,508200
2013-12-04,144.320007,144.429993,137.130005,138.949997,138.949997,13147700
2015-01-12,203.050003,204.470001,199.25,202.210007,202.210007,5950300
2017-03-03,250.740005,251.899994,249,251.570007,251.570007,2919400
2018-01-26,341.5,344,335.709991,342.850006,342.850006,4539400
2016-09-19,207,209.429993,205,206.339996,206.339996,2299500
2010-12-28,25.85,26.75,25,26.41,26.41,4056300
2012-11-02,29.27,29.549999,28.549999,28.92,28.92,1030300
2018-09-27,312.899994,314.959991,306.910004,307.519989,307.519989,8509100
2018-05-21,281.329987,291.48999,281.299988,284.48999,284.48999,9182600
2017-11-17,325.670013,326.670013,313.149994,315.049988,315.049988,13735100
2013-03-13,39,39.490002,38.810001,38.98,38.98,822000
2014-05-30,210.300003,214.800003,207.020004,207.770004,207.770004,5581100
2016-07-15,222.520004,222.75,219.639999,220.399994,220.399994,2234200
2014-02-24,208.759995,218.360001,208.320007,217.649994,217.649994,8278400
2012-03-02,34.400002,34.5,33.709999,34.040001,34.040001,550000
2013-06-05,93.660004,97.970001,89.110001,95.370003,95.370003,12224800
2017-07-13,330.109985,331.600006,319.970001,323.410004,323.410004,8594500
2018-05-31,287.209991,290.369995,282.929993,284.730011,284.730011,5919700
2015-12-11,225.240005,225.75,216.639999,217.020004,217.020004,3268700
2013-07-12,125.5,129.940002,124.510002,129.899994,129.899994,11344000
2010-09-02,20.370001,21.24,20.309999,21.059999,21.059999,487100
2013-08-23,157,162.300003,155,161.839996,161.839996,12931900
2018-06-15,353.839996,364.670013,351.25,358.170013,358.170013,10848300
2011-12-08,30.84,31.65,29.610001,30.889999,30.889999,3305800
2013-11-07,144.190002,145.649994,137.619995,139.770004,139.770004,22284700
2019-05-17,221.960007,222.240005,208.919998,211.029999,211.029999,17786700
2013-04-12,43.25,45.139999,43.049999,43.75,43.75,3149400
2011-02-03,23.82,23.9,23.15,23.629999,23.629999,512000
2016-09-12,195,201.369995,194.100006,198.300003,198.300003,3715200
2019-08-23,219.970001,221.169998,211,211.399994,211.399994,8538600
2013-01-31,37.869999,37.869999,36.93,37.509998,37.509998,901400
2011-03-01,24.049999,24.32,23.700001,23.940001,23.940001,1106400
2012-07-26,29.9,30,27.639999,28.129999,28.129999,2262300
2013-01-04,34.799999,34.799999,33.919998,34.400002,34.400002,674000
2019-11-25,344.320007,344.570007,334.459991,336.339996,336.339996,12339500
2013-02-20,39.299999,39.650002,38.459999,38.540001,38.540001,3122000
2016-02-23,176.160004,181.729996,173.679993,177.210007,177.210007,5984400
2017-09-06,349.5,350.980011,341.559998,344.529999,344.529999,4091400
2017-12-26,323.829987,323.940002,316.579987,317.290009,317.290009,4378400
2018-08-06,345.459991,354.980011,341.820007,341.98999,341.98999,8564300
2019-09-18,245,248.169998,242.369995,243.490005,243.490005,4170200
2016-03-01,194.25,195.949997,182.699997,186.350006,186.350006,6712200
2013-06-19,102.059998,106.669998,102.010002,104.68,104.68,8578900
2018-08-23,319.140015,327.320007,318.100006,320.100006,320.100006,5147300
2011-10-14,28,28.549999,27.26,28.049999,28.049999,1400500
2014-08-11,255.479996,263.73999,255,259.320007,259.320007,8101300
2017-05-05,298,308.549988,296.799988,308.350006,308.350006,8177300
2018-04-25,283.5,285.160004,277.25,280.690002,280.690002,4013600
2019-02-27,301.779999,316.299988,300.549988,314.73999,314.73999,11183900
2019-09-10,230.800003,235.539993,228.940002,235.539993,235.539993,4883700
2013-10-25,174.210007,174.5,166.800003,169.660004,169.660004,7595500
2011-04-19,25.26,25.26,24.65,25.16,25.16,548700
2012-03-09,33.200001,35.310001,33.200001,34.740002,34.740002,1553400
2019-08-22,222.800003,225.399994,218.220001,222.149994,222.149994,6559000
